zoo,Scientific name,Common name,Given name,gender,Date of birth,age,isTransportable
̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,Cracticus nigroagularis,"Bird, black-throated butcher",Lucita,Female,12/19/2023,22-687-0064,false
<svg><script>0<1>alert('XSS')</script>,Mazama americana,"Brocket, red",Lacey,Female,8/20/2023,53-314-0995,false
"<>?:""{}|_+",Plegadis falcinellus,"Ibis, glossy",Margo,Female,11/13/2023,74-647-9452,false
‫test‫,Oryx gazella,"Oryx, beisa",Fleurette,Female,11/24/2023,91-073-6498,true
`⁄€‹›ﬁﬂ‡°·‚—±,Butorides striatus,"Heron, little",Greggory,Bigender,9/26/2023,37-012-7297,false
0/0,Cebus albifrons,White-fronted capuchin,Aeriel,Female,6/11/2023,58-101-8529,true
̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,Toxostoma curvirostre,Curve-billed thrasher,Salomone,Male,6/27/2023,49-642-2700,false
１２３,Crotaphytus collaris,Collared lizard,Derron,Male,7/14/2023,43-456-7291,false
-1,Phalacrocorax varius,"Cormorant, pied",Cathyleen,Female,5/29/2023,85-949-3300,false
1.00,Tachyglossus aculeatus,Short-beaked echidna,Samaria,Female,10/27/2023,15-678-3177,true
 test ,Bucephala clangula,"Goldeneye, barrows",Georgianne,Female,1/22/2024,60-318-6283,true
 ,Stenella coeruleoalba,Striped dolphin,Callie,Female,8/8/2023,62-254-9305,true
',Macropus fuliginosus,"Kangaroo, western grey",August,Male,1/1/2024,06-896-9515,false
1.00,unavailable,Bird (unidentified),Lloyd,Male,6/27/2023,46-032-9811,false
울란바토르,Phasianus colchicus,Ring-necked pheasant,Delbert,Bigender,2/25/2024,95-049-0220,true
👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,Turtur chalcospilos,"Dove, emerald-spotted wood",Dalis,Male,10/23/2023,64-602-8493,false
"""",Pseudoleistes virescens,Brown and yellow marshbird,Margarette,Female,3/25/2024,44-613-2867,false
'',Heloderma horridum,"Lizard, mexican beaded",Rina,Female,12/20/2023,90-329-1522,false
åß∂ƒ©˙∆˚¬…æ,Macaca mulatta,"Macaque, rhesus",Leena,Female,11/21/2023,20-263-8743,false
Œ„´‰ˇÁ¨ˆØ∏”’,Agama sp.,Agama lizard (unidentified),Ortensia,Female,9/15/2023,29-319-6459,true
␡,Butorides striatus,Striated heron,Prentiss,Male,9/17/2023,18-717-6210,true
⁰⁴⁵,Ammospermophilus nelsoni,Nelson ground squirrel,Isadora,Female,7/17/2023,91-062-7056,true
(╯°□°）╯︵ ┻━┻)  ,Varanus salvator,Water monitor,Darryl,Male,9/18/2023,44-408-3527,true
(╯°□°）╯︵ ┻━┻)  ,Redunca redunca,Bohor reedbuck,Oneida,Female,4/16/2024,75-784-0360,true
',Diceros bicornis,Black rhinoceros,Giavani,Male,12/17/2023,58-114-6451,true
˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,Macropus fuliginosus,Western grey kangaroo,Mallory,Bigender,8/6/2023,92-801-1529,false
❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,Chauna torquata,"Screamer, crested",Hugo,Male,7/20/2023,65-848-1324,true
1'; DROP TABLE users--,Conolophus subcristatus,"Iguana, land",Brewer,Bigender,12/7/2023,22-442-0944,false
-1,Macropus rufogriseus,Bennett's wallaby,Lowell,Male,7/11/2023,82-081-6896,false
✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,Papio cynocephalus,Savanna baboon,Harmony,Female,7/19/2023,57-684-8090,true
和製漢語,Bettongia penicillata,Brush-tailed rat kangaroo,Antonius,Male,7/15/2023,08-695-7616,false
999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,Motacilla aguimp,"Wagtail, african pied",Dorie,Male,7/11/2023,99-066-1481,true
"'""'",Falco mexicanus,Prairie falcon,Davidson,Male,3/23/2024,12-318-0051,false
"""""",Damaliscus lunatus,Tsessebe,Zea,Female,5/24/2023,06-425-1231,false
̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,Ovis canadensis,"Sheep, american bighorn",Clio,Female,4/2/2024,86-978-6520,false
() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Butorides striatus,"Heron, little",Boot,Male,4/5/2024,82-727-8457,true
nil,Catharacta skua,"Skua, great",Wally,Male,10/15/2023,95-367-6852,false
$1.00,Mazama gouazoubira,"Deer, savannah",Perla,Female,5/7/2023,96-124-6555,false
Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,Panthera leo,African lion,Hart,Male,6/15/2023,90-044-8345,false
"'""'",Phasianus colchicus,"Pheasant, common",Filia,Female,11/11/2023,47-596-6006,true
1.00,Tetracerus quadricornis,"Antelope, four-horned",Marrilee,Female,10/16/2023,83-943-6177,true
Œ„´‰ˇÁ¨ˆØ∏”’,Sula dactylatra,Blue-faced booby,Willis,Male,5/28/2023,35-765-9571,true
ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,Cereopsis novaehollandiae,Cape Barren goose,Chic,Male,4/30/2023,59-981-0032,false
<svg><script>0<1>alert('XSS')</script>,Choloepus hoffmani,"Sloth, two-toed",Silvio,Male,10/5/2023,46-674-1461,true
-1,Aonyx capensis,"Otter, cape clawless",Milo,Male,10/6/2023,99-118-9990,false
-1/2,Uraeginthus granatina,"Grenadier, purple",Jordan,Female,12/1/2023,91-152-1056,false
⁰⁴⁵₀₁₂,Bettongia penicillata,Woylie,Terri-jo,Female,11/3/2023,26-083-5825,true
,Gazella granti,"Gazelle, grant's",Teirtza,Female,12/24/2023,41-381-9657,false
"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",Bubalornis niger,Red-billed buffalo weaver,Phyllys,Female,1/13/2024,22-888-3059,true
和製漢語,Egretta thula,"Egret, snowy",Bliss,Female,12/16/2023,84-990-6709,true
1,Petaurus norfolcensis,"Glider, squirrel",Eugen,Male,3/25/2024,52-552-5979,false
œ∑´®†¥¨ˆøπ“‘,Sula nebouxii,Blue-footed booby,Myrwyn,Male,12/26/2023,72-757-6091,false
⁦test⁧,Dendrohyrax brucel,Hyrax,Bab,Female,3/13/2024,01-936-4321,false
ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,Loxodonta africana,"Elephant, african",Raddie,Male,8/29/2023,66-986-4901,true
"'""'",Plectopterus gambensis,"Goose, spur-winged",Shaw,Male,7/12/2023,56-522-1185,false
パーティーへ行かないか,Damaliscus lunatus,Topi,Kit,Male,12/25/2023,32-322-9870,true
-1E02,Stercorarius longicausus,"Skua, long-tailed",Wadsworth,Male,9/25/2023,95-201-3570,true
$1.00,Felis concolor,"Lion, mountain",Christiano,Male,2/4/2024,14-506-0642,true
👩🏽,Equus burchelli,"Zebra, common",Chen,Male,9/8/2023,41-972-1400,false
﻿,Eubalaena australis,"Whale, baleen",Eugenio,Male,9/1/2023,08-696-8000,true
⁰⁴⁵,Isoodon obesulus,"Bandicoot, southern brown",Antony,Male,4/17/2024,64-456-4985,false
😍,Anas punctata,Hottentot teal,Darell,Female,9/27/2023,36-504-7912,false
"<>?:""{}|_+",Varanus sp.,Ground legaan,Janetta,Female,9/12/2023,26-252-0027,true
null,Eremophila alpestris,Horned lark,Noni,Female,10/4/2023,76-543-8672,true
() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Phalaropus fulicarius,Grey phalarope,Nicoline,Female,2/22/2024,03-262-1639,true
　,Passer domesticus,House sparrow,Osbert,Male,5/5/2023,29-541-4634,true
١٢٣,Corythornis cristata,Malachite kingfisher,Bogey,Male,11/23/2023,06-320-6861,true
﻿,Paradoxurus hermaphroditus,Common palm civet,Renae,Female,12/26/2023,21-326-3719,false
",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",Tayassu pecari,White-lipped peccary,Sylvan,Male,11/8/2023,00-304-6874,false
パーティーへ行かないか,Pelecans onocratalus,"Pelican, eastern white",Juliet,Bigender,2/16/2024,20-084-4118,true
!@#$%^&*(),Coendou prehensilis,"Porcupine, tree",Kiley,Agender,9/23/2023,13-926-7316,true
𠜎𠜱𠝹𠱓𠱸𠲖𠳏,Naja haje,"Cobra, egyptian",Sallyanne,Female,9/2/2023,06-421-5546,true
울란바토르,Vanellus sp.,Lapwing (unidentified),Elden,Male,1/10/2024,96-507-4514,false
␣,Gyps bengalensis,"Vulture, white-rumped",Saunders,Male,2/11/2024,54-888-0405,false
ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,Phalaropus lobatus,"Phalarope, red-necked",Elladine,Female,9/7/2023,62-726-8904,false
(｡◕ ∀ ◕｡),Trichoglossus haematodus moluccanus,"Lory, rainbow",Humfrey,Male,7/11/2023,86-419-4350,false
1E+02,Meleagris gallopavo,"Turkey, common",Fin,Non-binary,8/21/2023,73-613-0750,true
"__ﾛ(,_,*)",Junonia genoveua,Genoveva,Dan,Male,8/21/2023,36-359-7383,false
<script>alert('hi')</script>,Bassariscus astutus,Miner's cat,Humfrid,Male,3/2/2024,34-351-4578,true
Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,Felis concolor,South American puma,Alys,Female,1/25/2024,53-853-7435,true
ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,Tockus erythrorhyncus,"Hornbill, red-billed",Christoffer,Male,11/20/2023,28-747-4526,true
̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,Porphyrio porphyrio,"Moorhen, purple",Windham,Male,6/19/2023,38-402-5224,true
・(￣∀￣)・:*:,Axis axis,Spotted deer,Gabe,Male,2/27/2024,22-195-0126,false
(｡◕ ∀ ◕｡),Amazona sp.,Amazon parrot (unidentified),Erda,Female,4/21/2023,30-458-4693,false
울란바토르,Damaliscus lunatus,Topi,Darci,Non-binary,6/30/2023,54-466-7562,true
() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Eolophus roseicapillus,"Cockatoo, red-breasted",Callie,Genderqueer,11/21/2023,94-862-9718,true
null,Ctenophorus ornatus,"Dragon, ornate rock",Raoul,Male,8/15/2023,09-313-9265,true
`⁄€‹›ﬁﬂ‡°·‚—±,Ursus americanus,American black bear,Robinson,Male,10/3/2023,09-127-5187,true
1;DROP TABLE users,Larus dominicanus,Southern black-backed gull,Delphinia,Female,3/21/2024,20-680-4391,false
‫test‫,Megaderma spasma,"Bat, asian false vampire",Zolly,Male,4/3/2024,54-915-9905,false
!@#$%^&*(),Bucorvus leadbeateri,"Hornbill, leadbeateri's ground",Viv,Female,7/3/2023,74-858-2933,false
⁦test⁧,Genetta genetta,Small-spotted genet,Maggy,Female,6/12/2023,19-335-8782,false
₀₁₂,Francolinus coqui,Coqui partridge,Aveline,Female,4/13/2024,83-448-5765,true
1E02,Spermophilus tridecemlineatus,"Squirrel, thirteen-lined",Darill,Male,6/25/2023,18-543-5477,true
ÅÍÎÏ˝ÓÔÒÚÆ☃,Neotis denhami,Stanley bustard,Bradly,Male,6/11/2023,59-253-4911,true
1.00,Ursus arctos,"Bear, grizzly",Tami,Female,12/21/2023,77-178-2648,true
0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,Pituophis melanaleucus,Pine snake (unidentified),Else,Female,7/17/2023,87-028-2057,true
␡,Gekko gecko,"Gecko, tokay",Duffie,Male,3/7/2024,50-876-3578,true
﻿,Canis aureus,Asiatic jackal,Zollie,Male,8/25/2023,24-404-9024,true
-1E2,Ratufa indica,Malabar squirrel,Berny,Female,10/15/2023,46-162-4515,false
사회과학원 어학연구소,Pycnonotus barbatus,Black-eyed bulbul,Aland,Male,9/10/2023,88-302-6394,false
() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Chlidonias leucopterus,White-winged tern,Zelig,Agender,10/18/2023,89-673-7137,false
(╯°□°）╯︵ ┻━┻)  ,Sauromalus obesus,Chuckwalla,Alastair,Male,7/8/2023,94-872-5095,false
̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,Pterocles gutturalis,"Sandgrouse, yellow-throated",Garvey,Male,7/17/2023,84-855-7450,false
Ω≈ç√∫˜µ≤≥÷,Panthera pardus,"Leopard, indian",Beverly,Female,11/2/2023,87-333-8923,true
(｡◕ ∀ ◕｡),unavailable,Praying mantis (unidentified),Trude,Female,10/19/2023,19-810-3362,false
0/0,Dasyurus maculatus,Spotted-tailed quoll,Elisha,Female,4/25/2023,35-353-6279,true
‫test‫,Kobus defassa,"Waterbuck, defassa",Freddie,Male,5/24/2023,19-831-4929,true
1'; DROP TABLE users--,Ictonyx striatus,African polecat,Urbanus,Male,8/28/2023,25-879-7669,true
åß∂ƒ©˙∆˚¬…æ,Epicrates cenchria maurus,"Boa, columbian rainbow",Elena,Female,8/31/2023,91-408-2778,true
1/2,Ciconia ciconia,White stork,Ewen,Male,1/15/2024,64-028-3328,false
'',Tayassu tajacu,Collared peccary,Vladamir,Male,12/11/2023,83-999-7342,true
1/0,Tapirus terrestris,"Tapir, brazilian",Kendell,Male,9/24/2023,00-864-3824,true
1/2,Phascolarctos cinereus,Koala,Uta,Female,12/5/2023,38-336-9525,false
␣,Colobus guerza,Black and white colobus,Nigel,Male,1/30/2024,80-299-6455,true
‫test‫,Alectura lathami,Australian brush turkey,Britte,Female,4/16/2024,64-430-5508,true
₀₁₂,Anitibyx armatus,Tawny eagle,Nancey,Non-binary,10/1/2023,93-964-4179,true
0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,Alectura lathami,Australian brush turkey,Eben,Male,5/7/2023,64-961-3332,false
␢,Macropus parryi,Whip-tailed wallaby,Ad,Male,3/17/2024,55-529-4929,false
-1.00,Isoodon obesulus,"Bandicoot, short-nosed",Hamlin,Male,1/13/2024,08-042-1870,true
<svg><script>0<1>alert('XSS')</script>,Dendrocygna viduata,White-faced whistling duck,Ashli,Non-binary,1/8/2024,17-875-3400,true
",./;'[]\-=",Grus antigone,"Crane, sarus",Thorndike,Male,2/29/2024,89-267-2060,false
𠜎𠜱𠝹𠱓𠱸𠲖𠳏,Procyon cancrivorus,Crab-eating raccoon,Bonny,Female,1/21/2024,40-949-2357,true
-1E02,Graspus graspus,"Crab, sally lightfoot",Haslett,Male,4/3/2024,59-968-8049,true
✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,Salvadora hexalepis,"Snake, western patch-nosed",Frederico,Male,10/26/2023,01-009-1631,true
œ∑´®†¥¨ˆøπ“‘,Porphyrio porphyrio,Purple moorhen,Shem,Male,1/31/2024,18-418-3436,true
-1/2,Elephas maximus bengalensis,Asian elephant,Gordy,Male,1/31/2024,80-371-0715,true
1/0,Macropus robustus,"Wallaby, euro",Arman,Male,8/15/2023,46-613-0975,true
␣,Orcinus orca,"Whale, killer",Mersey,Female,3/1/2024,47-359-5546,false
1.00,Corvus albus,Pied crow,Delinda,Female,6/22/2023,73-854-5398,true
Ω≈ç√∫˜µ≤≥÷,Lamprotornis nitens,Red-shouldered glossy starling,Asher,Male,12/22/2023,62-758-6997,false
Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,Varanus sp.,"Lizard, goanna",Caddric,Male,10/18/2023,86-504-8007,true
-1.00,Trachyphonus vaillantii,Levaillant's barbet,Stephen,Male,4/2/2024,08-145-1332,false
test⁠test‫,Cacatua tenuirostris,Long-billed cockatoo,Cointon,Male,9/25/2023,23-556-5692,false
"'""'",Ceratotherium simum,Square-lipped rhinoceros,Horacio,Male,6/30/2023,24-710-4598,false
œ∑´®†¥¨ˆøπ“‘,Acridotheres tristis,Indian mynah,Vaughn,Male,5/14/2023,13-247-9956,false
1;DROP TABLE users,Francolinus coqui,Coqui partridge,Rabbi,Male,3/27/2024,19-979-0161,false
¸˛Ç◊ı˜Â¯˘¿,Colobus guerza,Black and white colobus,Elissa,Female,2/4/2024,37-769-2055,false
⁦test⁧,Columba palumbus,"Dove, ring",Delphinia,Female,2/7/2024,99-385-2728,true
',Cebus albifrons,White-fronted capuchin,Berni,Female,5/28/2023,94-642-6247,false
"""""",Bubalus arnee,"Buffalo, wild water",Neda,Female,8/9/2023,96-589-9368,false
Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,Eurocephalus anguitimens,Southern white-crowned shrike,Belinda,Female,6/6/2023,20-001-3903,true
🐵 🙈 🙉 🙊,unavailable,Flying fox (unidentified),Gennifer,Female,11/10/2023,11-751-9249,true
ÅÍÎÏ˝ÓÔÒÚÆ☃,Diomedea irrorata,"Albatross, galapagos",Gib,Male,12/22/2023,25-061-0089,true
"""",Mephitis mephitis,"Skunk, striped",Tobin,Male,2/13/2024,89-327-9056,true
1E02,Tauraco porphyrelophus,Violet-crested turaco,Angelica,Agender,10/26/2023,58-480-3704,true
̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,Columba livia,"Dove, rock",Emmy,Male,7/24/2023,62-786-2198,false
❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,Chlidonias leucopterus,White-winged black tern,Roz,Female,2/7/2024,19-245-2571,true
!@#$%^&*(),Uraeginthus granatina,"Grenadier, purple",Pascal,Agender,2/19/2024,38-323-9202,true
00˙Ɩ$-,Neotis denhami,"Bustard, denham's",Elsa,Female,8/22/2023,75-910-2336,false
1E+02,Bubalus arnee,Wild water buffalo,Siana,Female,3/30/2024,04-764-3292,false
0/0,Meleagris gallopavo,Wild turkey,Lyndell,Female,4/22/2023,39-975-9082,true
⁰⁴⁵₀₁₂,Choriotis kori,"Bustard, kori",Kordula,Female,2/18/2024,26-301-4116,true
!@#$%^&*(),Ovis musimon,Mouflon,Brady,Male,3/17/2024,29-985-0446,true
../../../../../../../../../../../etc/passwd%00,Papio ursinus,"Baboon, chacma",Auberta,Female,2/1/2024,23-683-5690,true
‪‪test‪,Bettongia penicillata,Brush-tailed bettong,Dolf,Male,1/21/2024,06-121-0063,true
😍,Francolinus coqui,Coqui francolin,Nicolea,Female,5/8/2023,94-992-4477,true
사회과학원 어학연구소,Dicrostonyx groenlandicus,Arctic lemming,Allis,Female,7/14/2023,93-015-5553,true
,Dicrostonyx groenlandicus,Collared lemming,Wash,Male,6/13/2023,68-810-0778,false
₀₁₂,Coendou prehensilis,Prehensile-tailed porcupine,Raffarty,Male,1/27/2024,66-245-4861,false
"<>?:""{}|_+",Dasypus septemcincus,"Armadillo, seven-banded",Flory,Female,9/17/2023,56-866-5114,true
​,Herpestes javanicus,"Mongoose, javan gold-spotted",Germana,Female,12/16/2023,32-968-4006,true
Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,Lamprotornis nitens,Cape starling,Meier,Male,1/29/2024,58-665-3687,false
사회과학원 어학연구소,Genetta genetta,Small-spotted genet,Bink,Male,7/25/2023,86-218-0697,true
1;DROP TABLE users,Macaca mulatta,Rhesus macaque,Kora,Female,10/23/2023,08-507-6632,false
᠎,Certotrichas paena,"Robin, kalahari scrub",Hailey,Male,9/26/2023,15-929-6658,true
test⁠test‫,Branta canadensis,Canada goose,Fionna,Non-binary,8/20/2023,72-572-2478,false
␢,Bassariscus astutus,Miner's cat,Yoko,Female,1/26/2024,35-633-9974,true
œ∑´®†¥¨ˆøπ“‘,Funambulus pennati,"Squirrel, palm",Rhonda,Polygender,7/28/2023,49-785-4709,false
(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,Tursiops truncatus,"Dolphin, bottle-nose",Remington,Male,1/4/2024,80-862-8814,true
1/0,Procyon cancrivorus,Crab-eating raccoon,Hilary,Female,5/26/2023,91-053-9424,false
/dev/null; touch /tmp/blns.fail ; echo,Tayassu pecari,White-lipped peccary,Betteanne,Female,3/4/2024,33-733-0885,true
999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,Macaca mulatta,Rhesus macaque,April,Genderfluid,12/14/2023,20-844-0272,true
"""''''""'""",Coluber constrictor,American racer,Rochella,Female,12/14/2023,46-725-3785,true
0.00,Sarcorhamphus papa,King vulture,Calida,Female,1/10/2024,22-026-8414,false
1,Macaca nemestrina,Pig-tailed macaque,Joell,Female,4/21/2023,64-293-5599,false
"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",Ammospermophilus nelsoni,Antelope ground squirrel,Grayce,Female,7/9/2023,93-854-3504,true
<svg><script>0<1>alert('XSS')</script>,Smithopsis crassicaudata,Fat-tailed dunnart,Torie,Female,1/19/2024,38-743-6888,true
../../../../../../../../../../../etc/hosts,Alligator mississippiensis,Mississippi alligator,Cynthie,Female,5/20/2023,32-177-5086,true
<svg><script>0<1>alert('XSS')</script>,Pycnonotus nigricans,African red-eyed bulbul,Orran,Bigender,12/16/2023,80-814-7063,true
',Phalaropus fulicarius,"Phalarope, grey",Cchaddie,Male,7/2/2023,90-037-1196,false
˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,Snycerus caffer,"Buffalo, african",Sybil,Female,2/18/2024,42-445-0407,false
